Transaction_ID,Customer_ID,Account_Age_Months,Customer_Age,Gender,Marital_Status,Income_Level,Occupation,Device_Type,Is_Registered_Device,Transaction_Type,Merchant_Category,Location_Match,Country_Match,IP_Risk_Score,Amount,Time_of_Day,Day_of_Week,Is_Weekend,Is_Holiday,Num_Past_Transactions,Avg_Transaction_Amount_30d,Num_Failed_Login_24h,Past_Fraud_Flag,Card_Swipe_Error,Transaction_Duration_Seconds,Velocity_Score,Device_OS,Card_Type,Card_Tier,Foreign_Transaction,Currency_Conversion_Rate,Customer_Segment,Loyalty_Status,Risk_Score,Is_Fraud
2318,CUST12317,190,52,Female,Single,Medium,Professional,POS_Terminal,Yes,In-Store,Grocery,Yes,Yes,0.23,40.12,Evening,Saturday,Yes,No,45,74.02,1,No,No,138,1.1,Linux,Prepaid,Platinum,No,1.04,Retail,Silver,0.24,0
2319,CUST12318,117,39,Female,Married,Low,Retired,Desktop,Yes,Online,Pharmacy,Yes,Yes,0.55,84.08,Evening,Sunday,Yes,No,45,91.59,1,No,No,225,1.27,Linux,Credit,Basic,No,1.14,High Net Worth,Gold,0.77,0
2320,CUST12319,6,31,Other,Married,High,Service,Mobile,Yes,Online,Grocery,Yes,Yes,0.58,135.95,Morning,Wednesday,No,No,48,77.45,0,No,No,231,1.08,Linux,Credit,Gold,No,1.12,High Net Worth,Bronze,0.34,0
2321,CUST12320,160,52,Male,Married,Medium,Student,POS_Terminal,Yes,ATM,Electronics,Yes,Yes,0.29,112.09,Night,Saturday,No,No,40,36.06,0,No,No,71,1.28,iOS,Debit,Basic,No,1.14,High Net Worth,Silver,0.39,0
2322,CUST12321,203,53,Female,Divorced,High,Student,Mobile,Yes,In-Store,Grocery,Yes,Yes,0.35,89.31,Morning,Saturday,Yes,No,45,61.95,0,No,No,91,1.21,Linux,Prepaid,Platinum,No,1.12,High Net Worth,Bronze,0.38,0
2323,CUST12322,204,34,Male,Divorced,Medium,Retired,Mobile,No,Online,Gambling,Yes,Yes,0.08,228.56,Morning,Tuesday,Yes,No,43,81.34,0,No,No,58,0.83,Linux,Credit,Gold,No,0.99,Retail,Bronze,0.07,0
2324,CUST12323,199,42,Other,Divorced,High,Professional,Desktop,Yes,Wire,Gambling,Yes,Yes,0.07,2.71,Afternoon,Monday,Yes,No,60,55.81,0,No,No,32,1.1,iOS,Debit,Platinum,Yes,1.15,Business,Silver,0.27,0
2325,CUST12324,19,23,Other,Married,Medium,Student,Mobile,Yes,In-Store,Apparel,Yes,Yes,0.16,89.5,Afternoon,Thursday,Yes,No,41,112.92,0,No,No,173,0.73,Linux,Credit,Basic,No,1.08,Retail,Silver,0.11,0
2326,CUST12325,142,40,Female,Married,High,Student,Desktop,Yes,ATM,Pharmacy,No,Yes,0.24,84.12,Night,Sunday,No,No,57,127.2,0,No,No,28,1.06,Windows,Prepaid,Basic,No,1.21,High Net Worth,Bronze,0.45,0
2327,CUST12326,179,35,Other,Single,Medium,Professional,Mobile,Yes,Online,Gambling,Yes,Yes,0.15,26.81,Night,Monday,Yes,No,47,91.32,0,No,No,52,0.69,Linux,Credit,Basic,No,1.15,Business,Silver,0.18,0
2328,CUST12327,105,48,Female,Divorced,Medium,Service,Mobile,Yes,Online,Gambling,Yes,Yes,0.36,245.35,Morning,Monday,Yes,No,52,65.95,1,No,No,252,0.74,Linux,Debit,Platinum,No,1.15,Business,Silver,0.34,0
2329,CUST12328,20,21,Male,Single,Medium,Professional,Mobile,Yes,Online,Apparel,Yes,Yes,0.39,36.69,Evening,Wednesday,Yes,No,58,63.96,0,No,No,179,1.19,Windows,Credit,Platinum,No,1.06,High Net Worth,Silver,0.22,0
2330,CUST12329,135,49,Female,Single,Low,Service,POS_Terminal,No,ATM,Pharmacy,Yes,Yes,0.08,19.52,Night,Saturday,No,No,47,70.21,0,No,No,16,0.95,Windows,Debit,Basic,No,1.16,Business,Bronze,0.12,0
2331,CUST12330,25,21,Female,Divorced,Low,Service,POS_Terminal,Yes,In-Store,Apparel,Yes,Yes,0.11,19.69,Afternoon,Monday,Yes,No,54,82.51,0,No,No,231,0.82,Windows,Prepaid,Platinum,No,1.04,Business,Gold,0.25,0
2332,CUST12331,175,36,Male,Married,High,Student,Desktop,Yes,In-Store,Gambling,Yes,Yes,0.14,221.01,Morning,Saturday,No,No,60,88.35,0,No,No,269,0.83,Linux,Debit,Basic,No,1.23,High Net Worth,Bronze,0.27,0
2333,CUST12332,152,72,Other,Married,Medium,Service,Desktop,Yes,Wire,Grocery,Yes,Yes,0.25,16.33,Afternoon,Sunday,No,No,49,109.52,0,No,No,160,0.74,Linux,Credit,Platinum,No,1.12,Retail,Gold,0.14,0
2334,CUST12333,176,52,Male,Married,High,Student,POS_Terminal,Yes,Wire,Electronics,Yes,Yes,0.58,5.91,Evening,Saturday,Yes,No,41,65.23,0,No,No,21,0.79,Android,Credit,Platinum,No,1.1,Retail,Bronze,0.33,0
2335,CUST12334,65,29,Female,Divorced,Medium,Student,Mobile,Yes,Wire,Electronics,Yes,Yes,0.43,34.31,Evening,Wednesday,Yes,No,46,45.73,0,No,No,84,1.28,Linux,Debit,Gold,No,1.12,High Net Worth,Gold,0.41,0
2336,CUST12335,3,68,Male,Single,High,Professional,Desktop,Yes,In-Store,Apparel,Yes,Yes,0.15,163.85,Morning,Thursday,Yes,No,52,107.17,0,No,No,228,0.85,Windows,Credit,Gold,No,1.12,High Net Worth,Silver,0.26,0
2337,CUST12336,174,35,Male,Divorced,High,Student,Mobile,Yes,Online,Apparel,Yes,Yes,0.45,39.9,Evening,Wednesday,No,No,45,72.04,0,No,No,84,0.77,iOS,Debit,Platinum,No,1.05,Business,Bronze,0.43,0
2338,CUST12337,123,71,Female,Divorced,Low,Student,POS_Terminal,No,Online,Pharmacy,Yes,Yes,0.16,12.61,Night,Thursday,Yes,No,50,83.95,0,No,No,18,0.93,Windows,Credit,Basic,No,1.11,Business,Gold,0.15,0
2339,CUST12338,136,21,Male,Married,Low,Service,Desktop,Yes,Online,Electronics,Yes,Yes,0.26,115.84,Morning,Saturday,Yes,No,36,105.79,0,No,No,155,1.08,iOS,Prepaid,Platinum,No,1.11,Retail,Bronze,0.11,0
2340,CUST12339,29,34,Female,Married,Low,Student,Mobile,Yes,Wire,Grocery,Yes,Yes,0.23,33.17,Evening,Sunday,No,No,52,77.23,1,No,No,249,1.02,iOS,Debit,Basic,Yes,1.08,Retail,Bronze,0.14,0
2341,CUST12340,151,73,Male,Divorced,High,Service,POS_Terminal,Yes,In-Store,Pharmacy,Yes,Yes,0.16,457.0,Evening,Saturday,No,No,49,107.11,2,No,No,99,0.95,iOS,Prepaid,Platinum,No,1.1,Business,Gold,0.36,0
2342,CUST12341,230,21,Female,Married,Low,Service,POS_Terminal,Yes,In-Store,Electronics,Yes,Yes,0.24,140.81,Morning,Wednesday,No,No,48,41.48,0,No,No,6,0.9,iOS,Credit,Platinum,No,1.09,High Net Worth,Gold,0.36,0
2343,CUST12342,141,63,Male,Divorced,Medium,Retired,Desktop,Yes,Wire,Electronics,Yes,Yes,0.18,354.37,Afternoon,Tuesday,Yes,No,44,72.74,1,No,No,56,0.6,Android,Debit,Basic,No,1.15,High Net Worth,Bronze,0.38,0
2344,CUST12343,57,65,Male,Divorced,High,Student,Desktop,Yes,Online,Gambling,Yes,Yes,0.22,3.82,Night,Monday,Yes,No,36,76.85,0,No,No,241,1.23,iOS,Debit,Basic,No,1.08,High Net Worth,Silver,0.67,0
2345,CUST12344,44,34,Male,Divorced,High,Student,POS_Terminal,No,In-Store,Gambling,Yes,Yes,0.47,117.17,Afternoon,Wednesday,Yes,No,43,84.2,1,No,No,94,1.27,Linux,Credit,Gold,No,1.02,High Net Worth,Bronze,0.2,0
2346,CUST12345,19,68,Male,Single,Low,Professional,POS_Terminal,Yes,In-Store,Grocery,Yes,Yes,0.31,50.12,Evening,Tuesday,Yes,No,53,40.01,0,Yes,No,154,1.08,Linux,Credit,Basic,No,1.1,Retail,Silver,0.48,0
2347,CUST12346,52,42,Other,Single,Medium,Retired,POS_Terminal,Yes,ATM,Grocery,Yes,Yes,0.14,17.07,Afternoon,Wednesday,Yes,No,56,108.68,0,No,No,99,0.97,Linux,Credit,Gold,No,1.15,High Net Worth,Gold,0.32,0
2348,CUST12347,56,62,Other,Married,Low,Student,POS_Terminal,Yes,Wire,Pharmacy,No,Yes,0.51,11.98,Morning,Sunday,Yes,No,46,47.69,2,No,Yes,110,0.68,iOS,Credit,Basic,No,1.18,Retail,Bronze,0.38,0
2349,CUST12348,202,53,Female,Married,Low,Professional,Desktop,Yes,Wire,Gambling,Yes,Yes,0.1,171.26,Morning,Sunday,No,No,51,66.07,0,No,No,51,0.71,Windows,Prepaid,Gold,No,1.12,Business,Gold,0.35,0
2350,CUST12349,157,68,Other,Divorced,Low,Student,POS_Terminal,Yes,In-Store,Gambling,Yes,Yes,0.26,160.18,Night,Friday,Yes,No,56,93.68,0,Yes,No,71,0.99,Android,Credit,Platinum,No,1.06,Retail,Gold,0.24,0
2351,CUST12350,136,50,Male,Single,High,Retired,Desktop,Yes,In-Store,Gambling,Yes,Yes,0.32,65.94,Afternoon,Monday,No,No,66,58.82,0,No,No,214,0.92,Android,Prepaid,Gold,No,1.17,High Net Worth,Gold,0.35,0
2352,CUST12351,232,51,Male,Single,Low,Service,Desktop,Yes,ATM,Electronics,Yes,Yes,0.33,83.87,Morning,Tuesday,No,No,53,53.54,3,No,No,123,0.89,Windows,Prepaid,Platinum,No,1.1,Business,Gold,0.27,0
2353,CUST12352,142,37,Female,Married,Low,Student,POS_Terminal,Yes,In-Store,Pharmacy,Yes,Yes,0.04,97.99,Evening,Thursday,No,No,58,87.84,0,No,No,192,1.1,Windows,Debit,Platinum,No,1.19,Business,Bronze,0.44,0
2354,CUST12353,202,56,Female,Divorced,Medium,Retired,POS_Terminal,Yes,Online,Electronics,Yes,Yes,0.26,227.25,Morning,Thursday,Yes,No,32,86.12,0,No,No,281,0.54,Linux,Credit,Basic,No,1.1,Retail,Gold,0.07,0
2355,CUST12354,121,18,Other,Married,Low,Retired,Desktop,Yes,Wire,Gambling,Yes,Yes,0.29,368.72,Morning,Monday,Yes,No,43,24.66,3,No,No,9,0.94,Windows,Prepaid,Gold,No,1.06,Business,Bronze,0.52,0
2356,CUST12355,112,42,Male,Single,Low,Professional,POS_Terminal,Yes,Online,Apparel,Yes,No,0.09,186.13,Night,Tuesday,Yes,No,37,41.15,0,No,No,5,0.79,Android,Prepaid,Basic,No,1.07,Business,Silver,0.15,0
2357,CUST12356,13,46,Other,Divorced,Low,Student,Mobile,Yes,In-Store,Electronics,No,Yes,0.25,291.97,Morning,Thursday,Yes,No,42,84.12,0,No,No,296,1.08,iOS,Debit,Platinum,No,1.12,High Net Worth,Bronze,0.19,0
2358,CUST12357,210,21,Other,Married,Medium,Retired,POS_Terminal,Yes,ATM,Grocery,Yes,Yes,0.52,89.92,Afternoon,Monday,No,No,44,75.29,0,No,No,2,0.82,Android,Debit,Basic,No,1.01,Business,Silver,0.28,0
2359,CUST12358,102,69,Male,Divorced,Medium,Service,POS_Terminal,Yes,Wire,Apparel,Yes,Yes,0.25,299.54,Morning,Thursday,Yes,No,52,49.82,0,No,No,227,0.97,Linux,Prepaid,Platinum,No,1.14,High Net Worth,Bronze,0.24,0
2360,CUST12359,8,23,Other,Married,Medium,Professional,Mobile,No,ATM,Apparel,Yes,Yes,0.42,40.89,Evening,Monday,Yes,No,50,73.82,1,No,No,65,0.85,iOS,Credit,Basic,No,1.04,Retail,Gold,0.42,0
2361,CUST12360,79,71,Male,Divorced,Medium,Retired,POS_Terminal,No,In-Store,Grocery,Yes,Yes,0.54,75.51,Night,Tuesday,Yes,No,50,72.39,0,No,No,30,1.23,iOS,Debit,Basic,No,1.2,High Net Worth,Bronze,0.15,0
2362,CUST12361,161,65,Female,Single,Low,Service,Desktop,Yes,Online,Grocery,Yes,Yes,0.16,22.65,Afternoon,Monday,Yes,No,56,67.42,0,No,No,179,1.21,Windows,Prepaid,Basic,No,1.13,Business,Silver,0.11,0
2363,CUST12362,69,32,Male,Married,Medium,Service,POS_Terminal,Yes,Online,Gambling,Yes,Yes,0.23,188.53,Afternoon,Sunday,Yes,No,58,36.24,1,No,No,39,0.55,iOS,Credit,Platinum,No,1.04,High Net Worth,Bronze,0.5,0
2364,CUST12363,19,39,Male,Married,Medium,Student,POS_Terminal,Yes,Wire,Apparel,Yes,Yes,0.18,56.2,Morning,Tuesday,Yes,No,55,51.94,1,No,No,120,0.86,iOS,Credit,Gold,No,1.02,High Net Worth,Silver,0.15,0
2365,CUST12364,216,50,Male,Single,Medium,Professional,Desktop,Yes,Wire,Apparel,Yes,Yes,0.25,302.46,Night,Monday,Yes,No,39,53.22,0,No,No,283,0.9,Windows,Credit,Platinum,No,1.11,High Net Worth,Gold,0.49,0
2366,CUST12365,216,34,Male,Single,Medium,Professional,Desktop,Yes,Wire,Apparel,Yes,Yes,0.21,54.26,Afternoon,Friday,No,No,49,73.89,1,No,No,239,0.88,Android,Prepaid,Basic,No,1.0,Business,Bronze,0.51,1
2367,CUST12366,24,26,Female,Single,Low,Retired,Mobile,Yes,ATM,Electronics,Yes,Yes,0.28,80.36,Night,Friday,No,No,36,80.93,1,No,No,203,0.96,iOS,Prepaid,Platinum,No,1.05,Retail,Bronze,0.11,0
2368,CUST12367,70,42,Female,Single,High,Retired,Desktop,Yes,In-Store,Grocery,Yes,Yes,0.03,16.97,Afternoon,Tuesday,Yes,No,49,105.73,1,No,No,21,0.89,Windows,Prepaid,Platinum,No,1.1,Retail,Silver,0.2,0
2369,CUST12368,15,43,Other,Married,High,Retired,Mobile,Yes,ATM,Apparel,Yes,Yes,0.27,93.49,Morning,Saturday,No,No,48,52.32,0,Yes,No,276,0.94,Linux,Credit,Basic,No,1.09,High Net Worth,Gold,0.07,0
2370,CUST12369,51,58,Other,Single,High,Retired,Mobile,Yes,Online,Electronics,Yes,Yes,0.34,242.93,Morning,Wednesday,Yes,No,58,55.73,1,No,No,261,1.11,Windows,Credit,Platinum,No,1.1,Business,Silver,0.29,0
2371,CUST12370,156,73,Male,Married,Medium,Service,Desktop,Yes,Online,Grocery,Yes,Yes,0.12,79.56,Morning,Thursday,No,Yes,47,86.92,0,No,No,119,0.59,iOS,Debit,Basic,No,1.1,High Net Worth,Silver,0.43,0
2372,CUST12371,188,48,Other,Divorced,Low,Student,Mobile,Yes,Wire,Electronics,Yes,Yes,0.05,78.24,Evening,Sunday,Yes,No,51,58.67,1,No,No,157,1.03,Android,Prepaid,Basic,No,1.11,High Net Worth,Gold,0.3,0
2373,CUST12372,14,70,Female,Divorced,Medium,Retired,POS_Terminal,Yes,In-Store,Electronics,Yes,Yes,0.57,173.82,Evening,Saturday,No,No,59,67.87,0,No,No,90,0.77,Linux,Credit,Gold,No,1.16,High Net Worth,Silver,0.27,0
2374,CUST12373,114,25,Other,Divorced,Low,Professional,POS_Terminal,No,In-Store,Gambling,Yes,Yes,0.04,386.8,Afternoon,Monday,No,No,50,82.7,0,No,No,19,1.11,Windows,Credit,Gold,No,1.18,Retail,Silver,0.65,0
2375,CUST12374,222,66,Female,Married,High,Professional,Mobile,Yes,Wire,Electronics,Yes,Yes,0.51,236.73,Evening,Friday,No,No,56,61.09,0,No,No,3,1.07,iOS,Debit,Gold,Yes,1.06,Business,Bronze,0.79,0
2376,CUST12375,203,33,Male,Single,Low,Service,Desktop,Yes,Wire,Electronics,Yes,Yes,0.09,22.74,Morning,Friday,Yes,No,58,86.52,0,No,No,24,0.99,Windows,Credit,Gold,No,1.06,Business,Gold,0.53,0
2377,CUST12376,73,39,Male,Single,High,Service,Mobile,Yes,Wire,Apparel,Yes,Yes,0.22,164.69,Night,Monday,Yes,No,38,108.81,2,No,No,160,1.24,Android,Prepaid,Platinum,No,1.03,Business,Gold,0.73,0
2378,CUST12377,105,72,Female,Divorced,High,Service,Desktop,Yes,Online,Apparel,Yes,Yes,0.31,111.77,Night,Monday,Yes,No,46,80.5,0,No,Yes,20,1.28,Android,Prepaid,Platinum,No,1.06,High Net Worth,Gold,0.19,0
2379,CUST12378,36,70,Other,Divorced,High,Retired,Mobile,Yes,ATM,Pharmacy,Yes,Yes,0.42,46.78,Night,Friday,Yes,No,57,79.99,0,No,No,152,0.84,Windows,Debit,Platinum,No,1.07,High Net Worth,Silver,0.27,0
2380,CUST12379,190,24,Other,Single,Low,Professional,POS_Terminal,Yes,Online,Gambling,No,Yes,0.33,151.77,Afternoon,Thursday,No,No,54,74.03,0,No,No,56,0.95,Windows,Credit,Gold,No,1.04,High Net Worth,Gold,0.28,0
2381,CUST12380,53,62,Other,Divorced,Medium,Retired,Desktop,Yes,Online,Electronics,Yes,Yes,0.27,372.99,Night,Thursday,Yes,No,49,69.3,1,No,No,32,0.84,Linux,Debit,Gold,No,1.07,Business,Silver,0.21,0
2382,CUST12381,83,42,Female,Divorced,Low,Retired,Desktop,No,ATM,Pharmacy,Yes,Yes,0.34,59.71,Morning,Saturday,No,No,55,92.48,0,No,No,264,1.23,iOS,Prepaid,Gold,No,1.14,Retail,Silver,0.19,0
2383,CUST12382,211,53,Other,Divorced,High,Service,POS_Terminal,Yes,ATM,Pharmacy,Yes,Yes,0.34,41.37,Morning,Thursday,No,No,58,96.99,0,Yes,No,178,1.04,Windows,Prepaid,Gold,No,1.07,High Net Worth,Gold,0.57,0
2384,CUST12383,213,68,Male,Divorced,Medium,Retired,Desktop,Yes,Online,Gambling,Yes,No,0.49,29.54,Night,Friday,No,Yes,39,77.33,0,No,No,51,1.14,Android,Credit,Platinum,No,1.0,Retail,Silver,0.25,0
2385,CUST12384,129,27,Other,Single,Low,Student,POS_Terminal,Yes,Online,Gambling,Yes,Yes,0.12,87.48,Night,Thursday,Yes,No,53,55.01,1,No,No,22,0.79,Android,Credit,Platinum,No,1.03,Retail,Gold,0.35,0
2386,CUST12385,199,24,Other,Single,Medium,Service,Desktop,Yes,In-Store,Grocery,Yes,Yes,0.36,50.59,Afternoon,Tuesday,No,No,54,47.74,4,Yes,No,122,0.96,Windows,Debit,Basic,No,1.15,Retail,Silver,0.26,0
2387,CUST12386,46,63,Other,Divorced,High,Retired,Mobile,No,ATM,Electronics,Yes,Yes,0.32,17.4,Afternoon,Tuesday,Yes,No,51,97.9,1,No,No,194,1.13,Android,Prepaid,Gold,No,1.02,High Net Worth,Bronze,0.46,0
2388,CUST12387,11,21,Male,Married,Low,Retired,POS_Terminal,Yes,ATM,Electronics,Yes,Yes,0.27,24.34,Evening,Friday,No,No,42,52.39,1,No,No,118,1.09,Android,Credit,Platinum,No,1.1,Business,Bronze,0.18,0
2389,CUST12388,53,37,Male,Single,Low,Service,Desktop,Yes,Wire,Gambling,Yes,Yes,0.28,246.78,Morning,Wednesday,No,No,45,56.9,0,No,No,243,1.07,Windows,Debit,Platinum,Yes,1.15,Retail,Gold,0.63,0
2390,CUST12389,63,65,Female,Married,Medium,Retired,POS_Terminal,Yes,Wire,Electronics,Yes,Yes,0.29,62.38,Afternoon,Monday,Yes,No,49,68.59,2,No,No,44,0.76,Linux,Debit,Gold,No,1.13,High Net Worth,Bronze,0.27,0
2391,CUST12390,140,21,Male,Married,Medium,Retired,Desktop,Yes,ATM,Gambling,No,Yes,0.57,13.76,Night,Monday,Yes,No,46,99.32,0,No,No,114,1.09,iOS,Prepaid,Platinum,No,1.09,Retail,Gold,0.28,0
2392,CUST12391,227,42,Other,Single,High,Service,Desktop,Yes,Online,Gambling,Yes,Yes,0.07,147.71,Evening,Monday,No,No,55,81.18,1,No,No,16,1.02,Linux,Debit,Basic,No,1.14,Retail,Bronze,0.22,0
2393,CUST12392,122,52,Other,Divorced,Low,Professional,Desktop,Yes,Wire,Apparel,No,Yes,0.3,68.52,Evening,Thursday,No,No,56,92.51,0,No,No,64,0.97,Android,Prepaid,Basic,No,1.17,High Net Worth,Silver,0.09,0
2394,CUST12393,173,57,Female,Married,Medium,Retired,Mobile,Yes,In-Store,Gambling,No,No,0.5,25.32,Afternoon,Saturday,No,No,41,105.65,0,No,No,104,0.82,Linux,Debit,Gold,No,1.11,High Net Worth,Silver,0.34,0
2395,CUST12394,140,60,Other,Divorced,High,Retired,Mobile,Yes,In-Store,Grocery,Yes,Yes,0.02,295.06,Night,Thursday,Yes,No,49,69.56,1,No,No,46,1.26,iOS,Credit,Platinum,No,1.08,High Net Worth,Bronze,0.16,0
2396,CUST12395,133,40,Male,Divorced,Low,Service,Desktop,Yes,Wire,Grocery,No,Yes,0.14,48.86,Night,Friday,Yes,Yes,51,62.81,0,Yes,No,166,1.16,Android,Prepaid,Basic,No,1.05,Retail,Bronze,0.21,0
2397,CUST12396,174,38,Other,Married,Medium,Retired,POS_Terminal,Yes,Online,Gambling,Yes,Yes,0.58,91.37,Morning,Thursday,Yes,No,70,60.09,1,Yes,No,4,0.93,Linux,Prepaid,Gold,No,1.12,Retail,Gold,0.37,0
2398,CUST12397,200,71,Male,Married,High,Professional,Mobile,Yes,Online,Electronics,Yes,Yes,0.11,34.01,Afternoon,Friday,Yes,No,64,58.83,0,No,No,273,1.03,Windows,Credit,Platinum,No,1.09,Retail,Silver,0.12,0
2399,CUST12398,217,49,Female,Divorced,Medium,Service,Mobile,Yes,Wire,Grocery,Yes,Yes,0.06,215.22,Morning,Friday,Yes,No,49,92.57,0,No,No,282,0.98,Android,Prepaid,Basic,No,1.03,Business,Gold,0.12,0
2400,CUST12399,224,23,Other,Single,High,Service,POS_Terminal,Yes,Wire,Pharmacy,Yes,Yes,0.2,77.09,Afternoon,Monday,Yes,No,51,64.74,0,Yes,No,52,0.99,Windows,Debit,Basic,No,1.01,High Net Worth,Bronze,0.65,0
2401,CUST12400,190,69,Male,Single,Medium,Professional,Mobile,Yes,In-Store,Grocery,Yes,Yes,0.01,233.95,Afternoon,Saturday,No,No,46,30.68,0,No,No,281,0.9,Linux,Prepaid,Gold,No,1.07,Retail,Silver,0.59,0
2402,CUST12401,238,34,Male,Married,Medium,Retired,Desktop,Yes,Wire,Grocery,Yes,Yes,0.28,175.1,Afternoon,Monday,No,No,41,64.28,1,No,No,159,1.06,Android,Debit,Basic,Yes,1.07,Business,Gold,0.6,0
2403,CUST12402,149,36,Other,Divorced,High,Professional,Mobile,No,In-Store,Gambling,Yes,Yes,0.27,8.9,Morning,Wednesday,No,No,59,78.18,0,No,No,82,0.71,Linux,Prepaid,Gold,No,1.07,High Net Worth,Gold,0.4,0
2404,CUST12403,66,72,Other,Married,Low,Retired,Desktop,Yes,Wire,Electronics,No,Yes,0.09,12.87,Night,Sunday,Yes,No,43,75.79,0,No,Yes,91,1.45,Linux,Credit,Gold,No,1.14,Retail,Gold,0.28,0
2405,CUST12404,213,41,Other,Married,Medium,Service,Desktop,Yes,Wire,Grocery,Yes,Yes,0.18,279.25,Night,Friday,No,No,46,54.27,0,No,No,267,0.83,Windows,Credit,Gold,No,1.14,Business,Gold,0.16,0
2406,CUST12405,166,22,Female,Single,Medium,Professional,POS_Terminal,Yes,ATM,Gambling,Yes,Yes,0.39,195.57,Evening,Thursday,No,No,54,55.8,1,No,No,19,0.91,Linux,Debit,Gold,No,1.15,Retail,Bronze,0.38,0
2407,CUST12406,193,23,Other,Divorced,High,Student,Mobile,Yes,ATM,Grocery,Yes,Yes,0.54,74.76,Night,Friday,Yes,No,53,59.99,0,No,No,21,1.31,Android,Prepaid,Basic,No,1.1,High Net Worth,Gold,0.15,0
2408,CUST12407,81,68,Other,Single,High,Student,Desktop,Yes,Online,Gambling,Yes,Yes,0.02,96.45,Morning,Monday,No,No,39,76.52,0,No,No,103,0.81,Android,Credit,Basic,No,1.05,Business,Gold,0.4,0
2409,CUST12408,203,51,Female,Single,Medium,Student,POS_Terminal,Yes,Wire,Pharmacy,Yes,Yes,0.11,79.62,Morning,Sunday,Yes,No,42,63.7,1,No,No,225,1.22,iOS,Prepaid,Platinum,No,1.22,High Net Worth,Silver,0.51,0
2410,CUST12409,103,25,Female,Married,High,Retired,POS_Terminal,Yes,Online,Grocery,Yes,Yes,0.08,38.65,Night,Friday,Yes,No,46,97.17,1,No,No,288,1.51,iOS,Debit,Gold,No,1.09,Retail,Gold,0.37,0
2411,CUST12410,18,24,Other,Married,Low,Retired,POS_Terminal,No,ATM,Electronics,Yes,Yes,0.38,33.22,Night,Sunday,Yes,No,56,29.45,0,Yes,Yes,222,1.23,iOS,Prepaid,Platinum,No,1.09,Retail,Gold,0.06,0
2412,CUST12411,81,47,Other,Divorced,Medium,Professional,POS_Terminal,Yes,Wire,Electronics,Yes,Yes,0.43,28.57,Morning,Thursday,Yes,No,60,98.86,0,No,No,231,1.21,Linux,Credit,Basic,No,1.01,High Net Worth,Bronze,0.16,0
2413,CUST12412,51,54,Male,Married,Medium,Professional,POS_Terminal,Yes,Online,Gambling,Yes,Yes,0.42,69.7,Evening,Monday,No,Yes,37,107.38,1,No,No,65,1.21,Android,Debit,Gold,No,1.05,Business,Gold,0.17,0
2414,CUST12413,174,46,Female,Divorced,Medium,Student,Desktop,Yes,In-Store,Apparel,Yes,Yes,0.45,8.29,Night,Monday,Yes,No,40,74.77,1,Yes,No,281,1.26,Windows,Debit,Basic,No,1.09,Retail,Gold,0.23,0
2415,CUST12414,46,27,Male,Single,High,Student,Mobile,Yes,Online,Gambling,Yes,Yes,0.39,21.66,Evening,Monday,Yes,No,56,67.64,0,No,No,74,0.99,iOS,Credit,Basic,No,1.15,Retail,Silver,0.38,0
2416,CUST12415,61,34,Other,Married,High,Student,Mobile,Yes,In-Store,Pharmacy,Yes,No,0.27,41.01,Afternoon,Monday,Yes,No,41,99.81,1,No,No,46,0.91,iOS,Prepaid,Basic,No,1.12,Business,Silver,0.36,0
2417,CUST12416,93,44,Female,Divorced,High,Student,Desktop,No,Wire,Apparel,Yes,Yes,0.18,113.38,Afternoon,Sunday,No,No,47,100.35,0,No,No,186,0.64,Windows,Prepaid,Platinum,No,1.0,High Net Worth,Gold,0.28,0
2418,CUST12417,197,30,Female,Married,Low,Retired,Mobile,Yes,Wire,Pharmacy,Yes,Yes,0.55,254.3,Evening,Saturday,Yes,No,57,64.19,0,No,No,33,1.27,iOS,Credit,Basic,No,1.04,High Net Worth,Silver,0.29,0
2419,CUST12418,115,27,Male,Married,High,Service,Desktop,Yes,ATM,Electronics,Yes,Yes,0.05,70.77,Evening,Monday,Yes,No,50,43.54,0,No,No,108,1.22,Android,Credit,Platinum,No,1.01,Retail,Silver,0.17,0
2420,CUST12419,191,50,Female,Married,High,Student,Desktop,Yes,Online,Gambling,No,Yes,0.53,27.68,Morning,Sunday,No,Yes,50,78.18,0,Yes,No,58,1.06,Windows,Credit,Basic,No,1.03,High Net Worth,Silver,0.29,0
2421,CUST12420,204,60,Other,Divorced,Low,Retired,POS_Terminal,Yes,ATM,Pharmacy,Yes,Yes,0.22,50.54,Night,Friday,Yes,No,41,84.97,1,No,No,106,0.73,Windows,Credit,Platinum,No,1.06,Business,Bronze,0.19,0
2422,CUST12421,154,46,Other,Single,Low,Retired,POS_Terminal,No,Wire,Grocery,Yes,Yes,0.11,74.68,Evening,Saturday,Yes,No,43,80.61,0,No,No,10,0.69,Windows,Credit,Gold,No,1.1,High Net Worth,Silver,0.2,0
2423,CUST12422,236,29,Male,Divorced,High,Student,Mobile,No,In-Store,Apparel,Yes,Yes,0.57,130.06,Evening,Sunday,Yes,No,60,85.35,0,No,No,144,0.93,Windows,Debit,Gold,No,1.08,Business,Gold,0.28,0
2424,CUST12423,112,18,Male,Single,Low,Professional,POS_Terminal,Yes,Online,Pharmacy,No,Yes,0.21,16.68,Evening,Sunday,Yes,No,50,76.43,0,No,No,294,0.97,Windows,Credit,Platinum,Yes,1.13,High Net Worth,Gold,0.28,0
